episode,mask,o,c,e,a,n,norm
75,mask_work,0.00374,0.50000,-0.50000,-0.34562,0.06910,0.79009
75,mask_home,0.00046,-0.33032,0.50000,0.15313,-0.14483,0.63525
75,mask_conference,0.50000,0.49970,0.47569,-0.22449,-0.49713,1.01169
76,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76,mask_work,0.00405,0.50000,-0.50000,-0.34891,0.07062,0.79167
76,mask_home,0.00012,-0.33100,0.50000,0.15680,-0.14656,0.63689
76,mask_conference,0.50000,0.49972,0.48199,-0.22446,-0.50000,1.01608
77,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
77,mask_work,0.00469,0.50000,-0.50000,-0.35229,0.07226,0.79332
77,mask_home,-0.00011,-0.33263,0.50000,0.15933,-0.14837,0.63878
77,mask_conference,0.50000,0.49972,0.48889,-0.22556,-0.50000,1.01961
78,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
78,mask_work,0.00468,0.50000,-0.50000,-0.35583,0.07399,0.79505
78,mask_home,0.00088,-0.33412,0.50000,0.16072,-0.15125,0.64058
78,mask_conference,0.50000,0.49954,0.49529,-0.22682,-0.50000,1.02289
79,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
79,mask_work,0.00476,0.50000,-0.50000,-0.35921,0.07567,0.79673
79,mask_home,0.00193,-0.33574,0.50000,0.16236,-0.15413,0.64253
79,mask_conference,0.50000,0.49970,0.49950,-0.22632,-0.50000,1.02490
80,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
80,mask_work,0.00493,0.50000,-0.50000,-0.36246,0.07730,0.79836
80,mask_home,0.00022,-0.34042,0.50000,0.16637,-0.15452,0.64610
80,mask_conference,0.50000,0.49950,0.49910,-0.22839,-0.50000,1.02507
81,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
81,mask_work,0.00549,0.50000,-0.50000,-0.36580,0.07908,0.80006
81,mask_home,0.00021,-0.34268,0.49988,0.16766,-0.15641,0.64799
81,mask_conference,0.50000,0.49967,0.49950,-0.22907,-0.50000,1.02550
82,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
82,mask_work,0.00511,0.50000,-0.50000,-0.36917,0.08083,0.80178
82,mask_home,0.00172,-0.34567,0.50000,0.16805,-0.15956,0.65053
82,mask_conference,0.50000,0.49934,0.49949,-0.22947,-0.50000,1.02542
83,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
83,mask_work,0.00591,0.50000,-0.50000,-0.37260,0.08277,0.80357
83,mask_home,0.00222,-0.34957,0.50000,0.16990,-0.16196,0.65368
83,mask_conference,0.50000,0.49962,0.49948,-0.23049,-0.50000,1.02578
84,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
84,mask_work,0.00560,0.50000,-0.50000,-0.37593,0.08459,0.80530
84,mask_home,0.00474,-0.35365,0.50000,0.16885,-0.16577,0.65657
84,mask_conference,0.50000,0.50000,0.50000,-0.23087,-0.50000,1.02631
85,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
85,mask_work,0.00667,0.50000,-0.50000,-0.37905,0.08642,0.80697
85,mask_home,0.00541,-0.35385,0.50000,0.17118,-0.16827,0.65792
85,mask_conference,0.50000,0.49967,0.49948,-0.23114,-0.50000,1.02595
86,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
86,mask_work,0.00684,0.50000,-0.50000,-0.38225,0.08827,0.80867
86,mask_home,0.00587,-0.35863,0.50000,0.17237,-0.17015,0.66130
86,mask_conference,0.50000,0.49921,0.50000,-0.23112,-0.50000,1.02598
87,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
87,mask_work,0.00649,0.50000,-0.50000,-0.38542,0.09010,0.81038
87,mask_home,0.00739,-0.36208,0.50000,0.17232,-0.17318,0.66396
87,mask_conference,0.50000,0.49966,0.49948,-0.23202,-0.50000,1.02614
88,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
88,mask_work,0.00570,0.50000,-0.50000,-0.38861,0.09192,0.81210
88,mask_home,0.00887,-0.36422,0.50000,0.17272,-0.17642,0.66610
88,mask_conference,0.50000,0.50000,0.50000,-0.23255,-0.50000,1.02668
